
3 Mot inconnu : rEFInd => ====== rEFInd ====== | refind
542 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Monter la partition de boot avec une commande de ce style : **sudo mount -v /dev/XXXXXX /mnt** |  -  => suggestions : [' – ', ' — ', ' − ']
542 Mot inconnu : boot =>   - Monter la partition de boot avec une commande de ce style : **sudo mount -v /dev/XXXXXX /mnt** | boot
542 Mot inconnu : sudo =>   - Monter la partition de boot avec une commande de ce style : **sudo mount -v /dev/XXXXXX /mnt** | sudo
542 Mot inconnu : mount =>   - Monter la partition de boot avec une commande de ce style : **sudo mount -v /dev/XXXXXX /mnt** | mount
542 Il manque un espace à côté du tiret. =>   - Monter la partition de boot avec une commande de ce style : **sudo mount -v /dev/XXXXXX /mnt** |  - => suggestions : [' – ', ' — ']

543 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** |    => suggestions : ['']
543 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** |  -  => suggestions : [' – ', ' — ', ' − ']
543 Mot inconnu : boot =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | boot
543 Mot inconnu : sudo =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | sudo
543 Mot inconnu : cp =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | cp
543 Il manque un espace à côté du tiret. =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** |  - => suggestions : [' – ', ' — ']
543 Il manque un espace. =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | y- => suggestions : [' Y-']
543 Il manque un espace. =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | m- => suggestions : [' m-']
543 Il manque un espace. =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | d- => suggestions : [' d-']
543 Il manque un espace. =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | h- => suggestions : [' H-']
543 Il manque un espace. =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | m- => suggestions : [' M-']
543 Il manque un espace. =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | s => suggestions : [' S']
543 Guillemets typographiques fermants. =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | " => suggestions : ['\xa0»', '”']
543 Mot inconnu : efi =>   - Par prudence, sauver le fichier de boot de windows avec cette commande : **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bootmgfw$(date +"-%Y-%m-%d-%H-%M-%S").efi** | efi

544 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Ouvrir le fichier de paramétrage avec cette commande : **sudo nano /mnt/efi/refind/refind.conf** |    => suggestions : ['']
544 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Ouvrir le fichier de paramétrage avec cette commande : **sudo nano /mnt/efi/refind/refind.conf** |  -  => suggestions : [' – ', ' — ', ' − ']
544 Mot inconnu : sudo =>   - Ouvrir le fichier de paramétrage avec cette commande : **sudo nano /mnt/efi/refind/refind.conf** | sudo
544 Mot inconnu : nano =>   - Ouvrir le fichier de paramétrage avec cette commande : **sudo nano /mnt/efi/refind/refind.conf** | nano

545 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Y insérer les lignes suivantes: |    => suggestions : ['']
545 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Y insérer les lignes suivantes: |  -  => suggestions : [' – ', ' — ', ' − ']

550 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Sauvegarder le fichier et quitter nano. |    => suggestions : ['']
550 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Sauvegarder le fichier et quitter nano. |  -  => suggestions : [' – ', ' — ', ' − ']
550 Mot inconnu : nano =>   - Sauvegarder le fichier et quitter nano. | nano

551 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** |    => suggestions : ['']
551 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** |  -  => suggestions : [' – ', ' — ', ' − ']
551 Mot inconnu : boot =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** | boot
551 Mot inconnu : refind =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** | refind
551 Mot inconnu : boot =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** | boot
551 Mot inconnu : sudo =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** | sudo
551 Mot inconnu : cp =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** | cp
551 Il manque un espace à côté du tiret. =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** |  - => suggestions : [' – ', ' — ']
551 Mot inconnu : Rv =>   - Mettre la structure de boot de refind dans la structure de boot de windows avec cette commande: **sudo cp -Rv /mnt/efi/refind/* /mnt/efi/Microsoft/Boot** | rv

552 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Mettre le fichier de boot de windows à l'endroit prévu par refind avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bkbootmgfw.efi** |    => suggestions : ['']
552 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Mettre le fichier de boot de windows à l'endroit prévu par refind avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bkbootmgfw.efi** |  -  => suggestions : [' – ', ' — ', ' − ']
552 Mot inconnu : boot =>   - Mettre le fichier de boot de windows à l'endroit prévu par refind avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bkbootmgfw.efi** | boot
552 Mot inconnu : refind =>   - Mettre le fichier de boot de windows à l'endroit prévu par refind avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bkbootmgfw.efi** | refind
552 Mot inconnu : sudo =>   - Mettre le fichier de boot de windows à l'endroit prévu par refind avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bkbootmgfw.efi** | sudo
552 Mot inconnu : cp =>   - Mettre le fichier de boot de windows à l'endroit prévu par refind avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bkbootmgfw.efi** | cp
552 Il manque un espace à côté du tiret. =>   - Mettre le fichier de boot de windows à l'endroit prévu par refind avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/bootmgfw.efi /mnt/efi/Microsoft/Boot/bkbootmgfw.efi** |  - => suggestions : [' – ', ' — ']

553 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Mettre le fichier de boot de refind à la place de celui de windows avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/refind_x64.efi /mnt/efi/Microsoft/Boot/bootmgfw.efi** |    => suggestions : ['']
553 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Mettre le fichier de boot de refind à la place de celui de windows avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/refind_x64.efi /mnt/efi/Microsoft/Boot/bootmgfw.efi** |  -  => suggestions : [' – ', ' — ', ' − ']
553 Mot inconnu : boot =>   - Mettre le fichier de boot de refind à la place de celui de windows avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/refind_x64.efi /mnt/efi/Microsoft/Boot/bootmgfw.efi** | boot
553 Mot inconnu : refind =>   - Mettre le fichier de boot de refind à la place de celui de windows avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/refind_x64.efi /mnt/efi/Microsoft/Boot/bootmgfw.efi** | refind
553 Mot inconnu : sudo =>   - Mettre le fichier de boot de refind à la place de celui de windows avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/refind_x64.efi /mnt/efi/Microsoft/Boot/bootmgfw.efi** | sudo
553 Mot inconnu : cp =>   - Mettre le fichier de boot de refind à la place de celui de windows avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/refind_x64.efi /mnt/efi/Microsoft/Boot/bootmgfw.efi** | cp
553 Il manque un espace à côté du tiret. =>   - Mettre le fichier de boot de refind à la place de celui de windows avec cette commande: **sudo cp -v /mnt/efi/Microsoft/Boot/refind_x64.efi /mnt/efi/Microsoft/Boot/bootmgfw.efi** |  - => suggestions : [' – ', ' — ']

554 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Quitter le support d'installation et booter. |    => suggestions : ['']
554 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Quitter le support d'installation et booter. |  -  => suggestions : [' – ', ' — ', ' − ']
554 Mot inconnu : booter =>   - Quitter le support d'installation et booter. | booter

558 Mot inconnu : BTRFS => ==== Détecter d'autres OS installés sur des partitions BTRFS ==== | btrfs
