
5 Mot inconnu : World => ====== World of Warcraft  ====== | world
926 Mot inconnu : sudo => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> | sudo
926 Mot inconnu : iptables => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> | iptables
926 Il manque un espace à côté du tiret. => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> |  - => suggestions : [' – ', ' — ']
926 Il manque un espace à côté du tiret. => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> |  - => suggestions : [' – ', ' — ']
926 Mot inconnu : eth0 => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> | eth0
926 Il manque un espace à côté du tiret. => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> |  - => suggestions : [' – ', ' — ']
926 Mot inconnu : TCP => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> | tcp
926 Mot inconnu : dport => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> | dport
926 Il manque un espace à côté du tiret. => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> |  - => suggestions : [' – ', ' — ']
926 Mot inconnu : ACCEPT => sudo iptables -A INPUT -i eth0 -p TCP --dport 6881:6999 -j ACCEPT</code> | accept

928 Mot inconnu : AddOns => ===== AddOns ===== | addons

930 Mot inconnu : OSX => Comme sous les autres systèmes (Windows et OSX), les addons de World of Warcraft "s'installent" en placant le répertoire obtenu après décompression dans le répertoire : | osx
930 Mot inconnu : addons => Comme sous les autres systèmes (Windows et OSX), les addons de World of Warcraft "s'installent" en placant le répertoire obtenu après décompression dans le répertoire : | addons
930 Mot inconnu : World => Comme sous les autres systèmes (Windows et OSX), les addons de World of Warcraft "s'installent" en placant le répertoire obtenu après décompression dans le répertoire : | world
930 Mot inconnu : of => Comme sous les autres systèmes (Windows et OSX), les addons de World of Warcraft "s'installent" en placant le répertoire obtenu après décompression dans le répertoire : | of
930 Mot inconnu : Warcraft => Comme sous les autres systèmes (Windows et OSX), les addons de World of Warcraft "s'installent" en placant le répertoire obtenu après décompression dans le répertoire : | warcraft
930 Guillemets typographiques ouvrants. => Comme sous les autres systèmes (Windows et OSX), les addons de World of Warcraft "s'installent" en placant le répertoire obtenu après décompression dans le répertoire : | " => suggestions : ['«\xa0', '“']
930 Guillemets typographiques fermants. => Comme sous les autres systèmes (Windows et OSX), les addons de World of Warcraft "s'installent" en placant le répertoire obtenu après décompression dans le répertoire : | " => suggestions : ['\xa0»', '”']
930 Mot inconnu : placant => Comme sous les autres systèmes (Windows et OSX), les addons de World of Warcraft "s'installent" en placant le répertoire obtenu après décompression dans le répertoire : | placant

934 Si “en admettant que” indique que la suite est une hypothèse, le verbe doit être au subjonctif. => (en admettant que vous avez gardé les chemins par défaut) | avez => suggestions : ['ayez', 'eussiez']

938 Mot inconnu : Teamspeak => ==== Teamspeak ==== | teamspeak

942 Mot inconnu : alsa-oss => Installez d'abord, si ce n'est déjà fait, le paquet **alsa-oss** (pour plus d'information, [[wow#problèmes_de_son|voir plus haut]]). | alsa-oss
942 Mot inconnu : wow => Installez d'abord, si ce n'est déjà fait, le paquet **alsa-oss** (pour plus d'information, [[wow#problèmes_de_son|voir plus haut]]). | wow

944 Mot inconnu : Teamspeak => Ensuite, allez dans //Système > Préférences > Menu principal//. Modifiez-y les Propriétés du lanceur de Teamspeak, dans la catégorie Internet. Dans le champ //"Commande"// ajoutez "**aoss**" au début du champ : | teamspeak
944 Guillemets typographiques ouvrants. => Ensuite, allez dans //Système > Préférences > Menu principal//. Modifiez-y les Propriétés du lanceur de Teamspeak, dans la catégorie Internet. Dans le champ //"Commande"// ajoutez "**aoss**" au début du champ : | " => suggestions : ['«\xa0', '“']
944 Guillemets typographiques fermants. => Ensuite, allez dans //Système > Préférences > Menu principal//. Modifiez-y les Propriétés du lanceur de Teamspeak, dans la catégorie Internet. Dans le champ //"Commande"// ajoutez "**aoss**" au début du champ : | " => suggestions : ['\xa0»', '”']
944 Mot inconnu : aoss => Ensuite, allez dans //Système > Préférences > Menu principal//. Modifiez-y les Propriétés du lanceur de Teamspeak, dans la catégorie Internet. Dans le champ //"Commande"// ajoutez "**aoss**" au début du champ : | aoss

948 Mot inconnu : aoss => Pareillement, ajoutez "**aoss**" au début de la commande du lanceur de World of Warcraft. Testez, tout devrait fonctionner. | aoss
948 Mot inconnu : World => Pareillement, ajoutez "**aoss**" au début de la commande du lanceur de World of Warcraft. Testez, tout devrait fonctionner. | world
948 Mot inconnu : of => Pareillement, ajoutez "**aoss**" au début de la commande du lanceur de World of Warcraft. Testez, tout devrait fonctionner. | of
948 Mot inconnu : Warcraft => Pareillement, ajoutez "**aoss**" au début de la commande du lanceur de World of Warcraft. Testez, tout devrait fonctionner. | warcraft

950 Mot inconnu : aoss => <note important>Idem, si vous utilisez le serveur X secondaire, mettez juste **aoss** pour Teamspeak car il est impossible et inutile pour WoW **dans ce cas précis**</note> | aoss
950 Mot inconnu : Teamspeak => <note important>Idem, si vous utilisez le serveur X secondaire, mettez juste **aoss** pour Teamspeak car il est impossible et inutile pour WoW **dans ce cas précis**</note> | teamspeak
950 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. => <note important>Idem, si vous utilisez le serveur X secondaire, mettez juste **aoss** pour Teamspeak car il est impossible et inutile pour WoW **dans ce cas précis**</note> |  car => suggestions : [', car']
950 Mot inconnu : WoW => <note important>Idem, si vous utilisez le serveur X secondaire, mettez juste **aoss** pour Teamspeak car il est impossible et inutile pour WoW **dans ce cas précis**</note> | wow

952 Mot inconnu : Wine => Pour de plus amples détails sur le son entre Wine et Teamspeak, lisez cette autre page web : [[wine_teamspeak]] | wine
952 Mot inconnu : Teamspeak => Pour de plus amples détails sur le son entre Wine et Teamspeak, lisez cette autre page web : [[wine_teamspeak]] | teamspeak
952 Mot inconnu : wine_teamspeak => Pour de plus amples détails sur le son entre Wine et Teamspeak, lisez cette autre page web : [[wine_teamspeak]] | wine_teamspeak

954 Mot inconnu : WoW => ==== WoW Cartographe ==== | wow

956 Mot inconnu : WoW => [[http://tixu.scribe.free.fr/|WoW Cartographe]] marche parfaitement bien sous Wine ! | wow
956 Mot inconnu : Wine => [[http://tixu.scribe.free.fr/|WoW Cartographe]] marche parfaitement bien sous Wine ! | wine

959 Mot inconnu : lags => De gros lags rendent WoW Cartographe inutilisable (notamment lors du zoom / dézoom, fonction assez essentielle) FIXME  | lags
959 Mot inconnu : WoW => De gros lags rendent WoW Cartographe inutilisable (notamment lors du zoom / dézoom, fonction assez essentielle) FIXME  | wow
959 Mot inconnu : dézoom => De gros lags rendent WoW Cartographe inutilisable (notamment lors du zoom / dézoom, fonction assez essentielle) FIXME  | dézoom
959 Mot inconnu : FIXME => De gros lags rendent WoW Cartographe inutilisable (notamment lors du zoom / dézoom, fonction assez essentielle) FIXME  | fixme
959 Espace(s) en fin de ligne à supprimer. => De gros lags rendent WoW Cartographe inutilisable (notamment lors du zoom / dézoom, fonction assez essentielle) FIXME  |   => suggestions : ['']

961 Espace(s) en fin de ligne à supprimer. => ===== Sources =====   |    => suggestions : ['']

963 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://forums.gentoo.org/viewtopic-t-246098-postdays-0-postorder-asc-highlight-wow-start-0.html|Un post à propos de WoW sur les forums Gentoo (en)]] ; |    => suggestions : ['']
963 Mot inconnu : WoW =>   * [[https://forums.gentoo.org/viewtopic-t-246098-postdays-0-postorder-asc-highlight-wow-start-0.html|Un post à propos de WoW sur les forums Gentoo (en)]] ; | wow
963 Mot inconnu : Gentoo =>   * [[https://forums.gentoo.org/viewtopic-t-246098-postdays-0-postorder-asc-highlight-wow-start-0.html|Un post à propos de WoW sur les forums Gentoo (en)]] ; | gentoo

964 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://gentoo-wiki.com/HOWTO_Install_and_update_World_Of_Warcraft_with_wine|Un tutoriel à propos de WoW sur le wiki Gentoo (en)]] **Introuvable**; |    => suggestions : ['']
964 Mot inconnu : WoW =>   * [[http://gentoo-wiki.com/HOWTO_Install_and_update_World_Of_Warcraft_with_wine|Un tutoriel à propos de WoW sur le wiki Gentoo (en)]] **Introuvable**; | wow
964 Mot inconnu : Gentoo =>   * [[http://gentoo-wiki.com/HOWTO_Install_and_update_World_Of_Warcraft_with_wine|Un tutoriel à propos de WoW sur le wiki Gentoo (en)]] **Introuvable**; | gentoo

965 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://www.to-servers.games/category/world-of-warcraft|Serveur Privé World Of Warcraft (fr|en)]] : Annuaire francophone de référencement des serveurs privés World Of Warcraft. |    => suggestions : ['']
965 Mot inconnu : World =>   * [[https://www.to-servers.games/category/world-of-warcraft|Serveur Privé World Of Warcraft (fr|en)]] : Annuaire francophone de référencement des serveurs privés World Of Warcraft. | world
965 Mot inconnu : Of =>   * [[https://www.to-servers.games/category/world-of-warcraft|Serveur Privé World Of Warcraft (fr|en)]] : Annuaire francophone de référencement des serveurs privés World Of Warcraft. | of
965 Mot inconnu : Warcraft =>   * [[https://www.to-servers.games/category/world-of-warcraft|Serveur Privé World Of Warcraft (fr|en)]] : Annuaire francophone de référencement des serveurs privés World Of Warcraft. | warcraft
965 Mot inconnu : World =>   * [[https://www.to-servers.games/category/world-of-warcraft|Serveur Privé World Of Warcraft (fr|en)]] : Annuaire francophone de référencement des serveurs privés World Of Warcraft. | world
965 Mot inconnu : Of =>   * [[https://www.to-servers.games/category/world-of-warcraft|Serveur Privé World Of Warcraft (fr|en)]] : Annuaire francophone de référencement des serveurs privés World Of Warcraft. | of
965 Mot inconnu : Warcraft =>   * [[https://www.to-servers.games/category/world-of-warcraft|Serveur Privé World Of Warcraft (fr|en)]] : Annuaire francophone de référencement des serveurs privés World Of Warcraft. | warcraft

966 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.pcinpact.com/articles/d/51/1.htm|Un tutoriel à propos de WoW sur PC Inpact (fr)]]  **obsolète**; |    => suggestions : ['']
966 Mot inconnu : WoW =>   * [[http://www.pcinpact.com/articles/d/51/1.htm|Un tutoriel à propos de WoW sur PC Inpact (fr)]]  **obsolète**; | wow
966 Mot inconnu : Inpact =>   * [[http://www.pcinpact.com/articles/d/51/1.htm|Un tutoriel à propos de WoW sur PC Inpact (fr)]]  **obsolète**; | inpact

967 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://appdb.winehq.org/appview.php?iAppId=1922|La page à propos de WoW sur Wine AppDB (en)]] ; |    => suggestions : ['']
967 Mot inconnu : WoW =>   * [[https://appdb.winehq.org/appview.php?iAppId=1922|La page à propos de WoW sur Wine AppDB (en)]] ; | wow
967 Mot inconnu : Wine =>   * [[https://appdb.winehq.org/appview.php?iAppId=1922|La page à propos de WoW sur Wine AppDB (en)]] ; | wine
967 Mot inconnu : AppDB =>   * [[https://appdb.winehq.org/appview.php?iAppId=1922|La page à propos de WoW sur Wine AppDB (en)]] ; | appdb
