2 Mot inconnu : acer => {{tag>matériel portable acer}}

6 Il manque un espace insécable. => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>
6 Mot inconnu : liste_portables_acer => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>

8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Mot inconnu : xxx => ====== Liste des portables « Acer » Aspire 1xxx ======

10 Mot inconnu : xxx => Voici tous les micro-ordinateurs portables Acer Aspire 1xxx ayant été testés sous Ubuntu, classés par ordre alphabétique.

14 Mot inconnu : liste_portables_acer => [[liste_portables_acer#legende|Légende des icônes]]

16 Mot inconnu : liste_portables_acer => ^ Modèles ^ 64b ^ État ^ [[liste_portables_acer#legende|Versions]] ^ Commentaires ^

17 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1300  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Pilotes Savage beaucoup mieux gérés depuis Dapper. Veille et hibernation ok |
42 Espace(s) en fin de ligne à supprimer. => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 

46 Mot inconnu : Dapper => Ces modèles ont été testés sur des versions antérieures à Ubuntu Dapper Drake 6.06 LTS (regardez les commentaires pour plus d'informations)
46 Mot inconnu : LTS => Ces modèles ont été testés sur des versions antérieures à Ubuntu Dapper Drake 6.06 LTS (regardez les commentaires pour plus d'informations)

48 Mot inconnu : liste_portables_acer => ^ Modèles ^ 64b ^ État ^ [[liste_portables_acer#legende|Versions]] ^ Commentaires ^

49 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1310  | - | - | - | La fréquence CPU est bridée, il faut supprimer //powernowd//. Plus d'infos dans [[http://imaginux.com/roadtolinux/dotclear/index.php?2006/05/12/119-portable-acer-aspire-1300-series|cet article]]. | 
49 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1310  | - | - | - | La fréquence CPU est bridée, il faut supprimer //powernowd//. Plus d'infos dans [[http://imaginux.com/roadtolinux/dotclear/index.php?2006/05/12/119-portable-acer-aspire-1300-series|cet article]]. | 
49 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1310  | - | - | - | La fréquence CPU est bridée, il faut supprimer //powernowd//. Plus d'infos dans [[http://imaginux.com/roadtolinux/dotclear/index.php?2006/05/12/119-portable-acer-aspire-1300-series|cet article]]. | 
49 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1310  | - | - | - | La fréquence CPU est bridée, il faut supprimer //powernowd//. Plus d'infos dans [[http://imaginux.com/roadtolinux/dotclear/index.php?2006/05/12/119-portable-acer-aspire-1300-series|cet article]]. | 
49 Mot inconnu : powernowd => |  Aspire 1310  | - | - | - | La fréquence CPU est bridée, il faut supprimer //powernowd//. Plus d'infos dans [[http://imaginux.com/roadtolinux/dotclear/index.php?2006/05/12/119-portable-acer-aspire-1300-series|cet article]]. | 
49 Espace(s) en fin de ligne à supprimer. => |  Aspire 1310  | - | - | - | La fréquence CPU est bridée, il faut supprimer //powernowd//. Plus d'infos dans [[http://imaginux.com/roadtolinux/dotclear/index.php?2006/05/12/119-portable-acer-aspire-1300-series|cet article]]. | 

50 Si “LM” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => |  Aspire 1357 LM  | - | - | - | - |
50 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1357 LM  | - | - | - | - |
50 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1357 LM  | - | - | - | - |
50 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1357 LM  | - | - | - | - |
50 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1357 LM  | - | - | - | - |
50 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1357 LM  | - | - | - | - |

51 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 
51 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 
51 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 
51 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 
51 Il manque un espace insécable. => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 
51 Mot inconnu : vesa => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 
51 Mot inconnu : openchrome => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 
51 Mot inconnu : ndiswarpper => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 
51 Espace(s) en fin de ligne à supprimer. => |  Aspire 1360  | - | - | - | Pilote graphique : ne démarre qu'avec vesa. Fonctionne avec la 10.10 sans problème (à travers openchrome). Pilote Wifi avec ndiswarpper | 

52 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1362  | - | - | - | [[http://users.skynet.be/ostaquet/aceraspire1360/|Détails]]\\ Aucun problème sous Gutsy, wifi, bluetooth et pcmcia non testé. | 
52 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1362  | - | - | - | [[http://users.skynet.be/ostaquet/aceraspire1360/|Détails]]\\ Aucun problème sous Gutsy, wifi, bluetooth et pcmcia non testé. | 
52 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1362  | - | - | - | [[http://users.skynet.be/ostaquet/aceraspire1360/|Détails]]\\ Aucun problème sous Gutsy, wifi, bluetooth et pcmcia non testé. | 
52 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1362  | - | - | - | [[http://users.skynet.be/ostaquet/aceraspire1360/|Détails]]\\ Aucun problème sous Gutsy, wifi, bluetooth et pcmcia non testé. | 
52 Mot inconnu : Gutsy => |  Aspire 1362  | - | - | - | [[http://users.skynet.be/ostaquet/aceraspire1360/|Détails]]\\ Aucun problème sous Gutsy, wifi, bluetooth et pcmcia non testé. | 
52 Mot inconnu : bluetooth => |  Aspire 1362  | - | - | - | [[http://users.skynet.be/ostaquet/aceraspire1360/|Détails]]\\ Aucun problème sous Gutsy, wifi, bluetooth et pcmcia non testé. | 
52 Mot inconnu : pcmcia => |  Aspire 1362  | - | - | - | [[http://users.skynet.be/ostaquet/aceraspire1360/|Détails]]\\ Aucun problème sous Gutsy, wifi, bluetooth et pcmcia non testé. | 
52 Espace(s) en fin de ligne à supprimer. => |  Aspire 1362  | - | - | - | [[http://users.skynet.be/ostaquet/aceraspire1360/|Détails]]\\ Aucun problème sous Gutsy, wifi, bluetooth et pcmcia non testé. | 

53 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1400  | - | - | - | Les touches multimédias ne fonctionnaient pas sous Breezy. | 
53 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1400  | - | - | - | Les touches multimédias ne fonctionnaient pas sous Breezy. | 
53 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1400  | - | - | - | Les touches multimédias ne fonctionnaient pas sous Breezy. | 
53 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1400  | - | - | - | Les touches multimédias ne fonctionnaient pas sous Breezy. | 
53 Mot inconnu : Breezy => |  Aspire 1400  | - | - | - | Les touches multimédias ne fonctionnaient pas sous Breezy. | 
53 Espace(s) en fin de ligne à supprimer. => |  Aspire 1400  | - | - | - | Les touches multimédias ne fonctionnaient pas sous Breezy. | 

54 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Mot inconnu : Breezy => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Il manque un espace insécable. => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Mot inconnu : ndiswrapper => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Mot inconnu : Synaptic => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Mot inconnu : PCMCIA => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Mot inconnu : SD => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 
54 Espace(s) en fin de ligne à supprimer. => |  Aspire 1520  | - | - | - | sous Breezy: Wifi OK avec //[[:ndiswrapper]]//. 3D avec pilotes propriétaires sur Synaptic (problèmes d'affichage en terminal texte). PCMCIA et lecteur de carte SD fonctionnent. Modem et sortie vidéo non testés. | 

55 Mot inconnu : WLMI => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Mot inconnu : accération => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Mot inconnu : nvidia => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Mot inconnu : nvidia-glx-new => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Mot inconnu : Utilisaton => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Élision de l’article devant un mot commençant par une voyelle. => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Mot inconnu : envy => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Mot inconnu : WPA => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Mot inconnu : WPN511 => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 
55 Espace(s) en fin de ligne à supprimer. => |  Aspire 1522 WLMI  | :-) | - | - | Aucun souci graphique, accération 3D avec le pilote [[:nvidia#sous_feisty|nvidia-glx-new]].Utilisaton de envy.\\ Wifi et WPA sans souci avec WPN511. | 

56 Mot inconnu : WLMI => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Il manque un espace insécable. => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Mot inconnu : ATI => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Mot inconnu : Compiz-fusion => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Il manque un espace insécable. => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Mot inconnu : ATI => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Il manque un espace insécable. => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 
56 Espace(s) en fin de ligne à supprimer. => |  Aspire 1652Z WLMI  | - | - | - | Rien à signaler : installation pilotes propriétaires ATI OK, Compiz-fusion non géré pour l'instant : vivement les prochains pilotes ATI ;) | 

57 Mot inconnu : SMI => |  Aspire 1705 SMI  | - | - | - | Wifi fonctionne correctement. Batterie fonctionne correctement. Touches volumes fonctionne aussi mais pas la gestion CD qui est en-dessous du clavier. Touches multimédias fonctionnent :-) Belle avancée depuis mes derniers commentaires sous feisty | 
