6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======
6 Mot inconnu : Vaio => ====== Liste des portables « SONY Vaio » ======
6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======

7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Mot inconnu : Vaio => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.

11 Mot inconnu : icons => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Il manque un espace. => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |

12 Il manque un espace. => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |

13 Mot inconnu : icons => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace insécable. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Mot inconnu : nolink => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |

16 Mot inconnu : Vaio => ===== Vaio PCG =====
16 Mot inconnu : PCG => ===== Vaio PCG =====

18 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

19 Mot inconnu : PCG-7A1M => | PCG-7A1M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Marche très bien excepté la touche Fn, le pilote graphique propriétaire 173 semble plus rapide que le current. | Lucid |
290 Mot inconnu : RegistryDwords => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques fermants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques ouvrants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : EnableBrightnessControl => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques fermants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : hotkeys => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : FN => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : F5 => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : F6 => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Espace(s) surnuméraire(s) à supprimer. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : Server => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : Settings => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : Server => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : Color => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : Brightness => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : Natty => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|

291 Mot inconnu : VPC-VPCF22M1E => |VPC-VPCF22M1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Pas plus de détails|Natty 64 bits|
291 Mot inconnu : icons => |VPC-VPCF22M1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Pas plus de détails|Natty 64 bits|
291 Il manque un espace. => |VPC-VPCF22M1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Pas plus de détails|Natty 64 bits|
291 Mot inconnu : icon-ubuntu => |VPC-VPCF22M1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Pas plus de détails|Natty 64 bits|
291 Il manque un espace. => |VPC-VPCF22M1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Pas plus de détails|Natty 64 bits|
291 Mot inconnu : modeles => |VPC-VPCF22M1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Pas plus de détails|Natty 64 bits|
291 Mot inconnu : laptop_work => |VPC-VPCF22M1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Pas plus de détails|Natty 64 bits|
291 Mot inconnu : Natty => |VPC-VPCF22M1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Pas plus de détails|Natty 64 bits|

292 Mot inconnu : VPC-F23S1E => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|
292 Mot inconnu : icons => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|
292 Il manque un espace. => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|
292 Mot inconnu : icon-ubuntu => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|
292 Il manque un espace. => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|
292 Mot inconnu : modeles => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|
292 Mot inconnu : laptop_work => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|
292 Il manque un espace insécable. => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|
292 Mot inconnu : Precise => |VPC-F23S1E|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Touches de gestion de la luminosité fonctionnelles avec cette modification : http://ubuntuforums.org/showpost.php?p=11465534&postcount=17|Precise 64 bits|

294 Mot inconnu : VPC-Mxxx => ==== VPC-Mxxx ====

295 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

296 Mot inconnu : VPC-M11M1E => |VPC-M11M1E | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | Pas de wifi : installez [[http://launchpadlibrarian.net/38891097/rt3090-dkms_2.3.1.3-0ubuntu0~ppa1_all.deb|le paquet .deb]] -- Pas de sortie de son au casque (toujours non résolu) | Lucid Lynx 32 bits | 
