1 Mot inconnu : ZwookMachine => ====== ZwookMachine ====== | zwookmachine
560 Guillemets typographiques ouvrants. => Remplacez le fichier ''/etc/bind/named.conf.options'' par le modèle ci-dessous, en substituant à **<nowiki>%%NAMESERVER%%</nowiki>** et **<nowiki>%%NAMESERVER2%%</nowiki>** les IP des DNS à consulter. (Un petit ''cat /etc/resolv.conf'' peut vous être utile pour connaître ces IP.) | '' => suggestions : ['«\xa0', '“']
560 Mot inconnu : cat => Remplacez le fichier ''/etc/bind/named.conf.options'' par le modèle ci-dessous, en substituant à **<nowiki>%%NAMESERVER%%</nowiki>** et **<nowiki>%%NAMESERVER2%%</nowiki>** les IP des DNS à consulter. (Un petit ''cat /etc/resolv.conf'' peut vous être utile pour connaître ces IP.) | cat

591 Mot inconnu : db => === Fichier db.zm === | db
591 Il manque un espace. => === Fichier db.zm === | zm => suggestions : [' zm']

593 Mot inconnu : ZwookMachine => Ce fichier définit les domaines gérés par la ZwookMachine. | zwookmachine

595 Il manque un espace. => Dans le modèle ci-dessous, **<nowiki>%%EPOCH%%</nowiki>** devra être remplacé par le résultat de : | epoch => suggestions : [' EPOCH']
595 Mot inconnu : EPOCH => Dans le modèle ci-dessous, **<nowiki>%%EPOCH%%</nowiki>** devra être remplacé par le résultat de : | epoch

596 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   date +%s |    => suggestions : ['']
596 Il manque un espace. =>   date +%s | s => suggestions : [' s']

598 Il manque un espace. => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | fqdn_point => suggestions : [' FQDN_POINT']
598 Mot inconnu : FQDN_POINT => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | fqdn_point
598 Mot inconnu : Qualified => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | qualified
598 Mot inconnu : Domain => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | domain
598 Mot inconnu : Name => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | name
598 Mot inconnu : www2 => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | www2
598 Mot inconnu : lyc-detest => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | lyc-detest
598 Mot inconnu : ac-aix-marseille => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | ac-aix-marseille
598 Guillemets typographiques fermants. => **<nowiki>%%FQDN_POINT%%</nowiki>** devra être remplacé par le nom de domaine pleinement qualifié (//Full Qualified Domain Name//) de votre machine, celui-ci **terminé par un point** ; par exemple : ''www2.lyc-detest.ac-aix-marseille.fr.'' | '' => suggestions : ['\xa0»', '”']

600 Il manque un espace. => **<nowiki>%%HOSTIP%%</nowiki>** devra être remplacé par l'IP de votre ZwookMachine. | hostip => suggestions : [' HOSTIP']
600 Mot inconnu : HOSTIP => **<nowiki>%%HOSTIP%%</nowiki>** devra être remplacé par l'IP de votre ZwookMachine. | hostip
600 Mot inconnu : ZwookMachine => **<nowiki>%%HOSTIP%%</nowiki>** devra être remplacé par l'IP de votre ZwookMachine. | zwookmachine

618 Il manque un espace. => === Fichier db.zm.inv === | zm => suggestions : [' zm']

622 Il manque un espace. => **<nowiki>%%HOSTIP_4%%</nowiki>** devra être remplacé par le dernier nombre de l'IP de votre ZwookMachine. | hostip_4 => suggestions : [' HOSTIP_4']
622 Mot inconnu : HOSTIP_4 => **<nowiki>%%HOSTIP_4%%</nowiki>** devra être remplacé par le dernier nombre de l'IP de votre ZwookMachine. | hostip_4
622 Mot inconnu : ZwookMachine => **<nowiki>%%HOSTIP_4%%</nowiki>** devra être remplacé par le dernier nombre de l'IP de votre ZwookMachine. | zwookmachine

641 Il manque un espace. => === Fichier named.conf.local === | conf => suggestions : [' conf']

643 Accord de nombre erroné : « fichier » devrait être au pluriel. => C'est le fichier à renseigner pour que les fichier ''db.zm'' et ''db.zm.inv'' soient pris en compte. | fichier => suggestions : ['fichiers']
643 Guillemets typographiques ouvrants. => C'est le fichier à renseigner pour que les fichier ''db.zm'' et ''db.zm.inv'' soient pris en compte. | '' => suggestions : ['«\xa0', '“']
643 Mot inconnu : db => C'est le fichier à renseigner pour que les fichier ''db.zm'' et ''db.zm.inv'' soient pris en compte. | db
643 Il manque un espace. => C'est le fichier à renseigner pour que les fichier ''db.zm'' et ''db.zm.inv'' soient pris en compte. | zm => suggestions : [' zm']
643 Guillemets typographiques fermants. => C'est le fichier à renseigner pour que les fichier ''db.zm'' et ''db.zm.inv'' soient pris en compte. | '' => suggestions : ['\xa0»', '”']
643 Guillemets typographiques ouvrants. => C'est le fichier à renseigner pour que les fichier ''db.zm'' et ''db.zm.inv'' soient pris en compte. | '' => suggestions : ['«\xa0', '“']
643 Il manque un espace. => C'est le fichier à renseigner pour que les fichier ''db.zm'' et ''db.zm.inv'' soient pris en compte. | zm => suggestions : [' zm']
643 Guillemets typographiques fermants. => C'est le fichier à renseigner pour que les fichier ''db.zm'' et ''db.zm.inv'' soient pris en compte. | '' => suggestions : ['\xa0»', '”']

645 Il manque un espace. => **<nowiki>%%HOSTIP_3%%.%%HOSTIP_2%%.%%HOSTIP_1%%</nowiki>** est l'écriture inversée des 3 premiers nombres de l'IP de la ZwookMachine. Par exemple, si l'IP est 172.19.34.10, alors vous devrez remplacer ceci par 34.19.172. | hostip_3 => suggestions : [' HOSTIP_3']
645 Mot inconnu : HOSTIP_3 => **<nowiki>%%HOSTIP_3%%.%%HOSTIP_2%%.%%HOSTIP_1%%</nowiki>** est l'écriture inversée des 3 premiers nombres de l'IP de la ZwookMachine. Par exemple, si l'IP est 172.19.34.10, alors vous devrez remplacer ceci par 34.19.172. | hostip_3
645 Il manque un espace. => **<nowiki>%%HOSTIP_3%%.%%HOSTIP_2%%.%%HOSTIP_1%%</nowiki>** est l'écriture inversée des 3 premiers nombres de l'IP de la ZwookMachine. Par exemple, si l'IP est 172.19.34.10, alors vous devrez remplacer ceci par 34.19.172. | hostip_2 => suggestions : [' HOSTIP_2']
645 Mot inconnu : HOSTIP_2 => **<nowiki>%%HOSTIP_3%%.%%HOSTIP_2%%.%%HOSTIP_1%%</nowiki>** est l'écriture inversée des 3 premiers nombres de l'IP de la ZwookMachine. Par exemple, si l'IP est 172.19.34.10, alors vous devrez remplacer ceci par 34.19.172. | hostip_2
645 Il manque un espace. => **<nowiki>%%HOSTIP_3%%.%%HOSTIP_2%%.%%HOSTIP_1%%</nowiki>** est l'écriture inversée des 3 premiers nombres de l'IP de la ZwookMachine. Par exemple, si l'IP est 172.19.34.10, alors vous devrez remplacer ceci par 34.19.172. | hostip_1 => suggestions : [' HOSTIP_1']
645 Mot inconnu : HOSTIP_1 => **<nowiki>%%HOSTIP_3%%.%%HOSTIP_2%%.%%HOSTIP_1%%</nowiki>** est l'écriture inversée des 3 premiers nombres de l'IP de la ZwookMachine. Par exemple, si l'IP est 172.19.34.10, alors vous devrez remplacer ceci par 34.19.172. | hostip_1
645 Mot inconnu : ZwookMachine => **<nowiki>%%HOSTIP_3%%.%%HOSTIP_2%%.%%HOSTIP_1%%</nowiki>** est l'écriture inversée des 3 premiers nombres de l'IP de la ZwookMachine. Par exemple, si l'IP est 172.19.34.10, alors vous devrez remplacer ceci par 34.19.172. | zwookmachine
645 Cette date est invalide. => **<nowiki>%%HOSTIP_3%%.%%HOSTIP_2%%.%%HOSTIP_1%%</nowiki>** est l'écriture inversée des 3 premiers nombres de l'IP de la ZwookMachine. Par exemple, si l'IP est 172.19.34.10, alors vous devrez remplacer ceci par 34.19.172. | 34.19.172 => suggestions : []

669 Mot inconnu : bind => === Redémarrage du service bind === | bind

671 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo service bind9 restart |    => suggestions : ['']
671 Mot inconnu : sudo =>   sudo service bind9 restart | sudo
671 Mot inconnu : bind9 =>   sudo service bind9 restart | bind9
671 Mot inconnu : restart =>   sudo service bind9 restart | restart

675 Mot inconnu : nameserver => Éditer le fichier ''/etc/resolv.conf'' afin qu'il ne contienne que la ligne nameserver suivante : | nameserver

676 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   nameserver 127.0.0.1 |    => suggestions : ['']
676 Mot inconnu : nameserver =>   nameserver 127.0.0.1 | nameserver

682 Mot inconnu : pinguer => Peut-on //pinguer// le nom de domaine ? | pinguer

683 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   ping www2.lyc-detest.ac-aix-marseille.fr |    => suggestions : ['']
683 Mot inconnu : ping =>   ping www2.lyc-detest.ac-aix-marseille.fr | ping
683 Mot inconnu : www2 =>   ping www2.lyc-detest.ac-aix-marseille.fr | www2
683 Mot inconnu : lyc-detest =>   ping www2.lyc-detest.ac-aix-marseille.fr | lyc-detest
683 Mot inconnu : ac-aix-marseille =>   ping www2.lyc-detest.ac-aix-marseille.fr | ac-aix-marseille

686 Guillemets typographiques ouvrants. => Test du fichier de configuration ''db.zm'' : | '' => suggestions : ['«\xa0', '“']
686 Mot inconnu : db => Test du fichier de configuration ''db.zm'' : | db
686 Il manque un espace. => Test du fichier de configuration ''db.zm'' : | zm => suggestions : [' zm']
686 Guillemets typographiques fermants. => Test du fichier de configuration ''db.zm'' : | '' => suggestions : ['\xa0»', '”']

687 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm |    => suggestions : ['']
687 Mot inconnu : named-checkzone =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm | named-checkzone
687 Mot inconnu : www2 =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm | www2
687 Mot inconnu : lyc-detest =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm | lyc-detest
687 Mot inconnu : ac-aix-marseille =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm | ac-aix-marseille

690 Guillemets typographiques ouvrants. => Test du fichier de configuration ''db.zm.inv'' : | '' => suggestions : ['«\xa0', '“']
690 Il manque un espace. => Test du fichier de configuration ''db.zm.inv'' : | zm => suggestions : [' zm']
690 Guillemets typographiques fermants. => Test du fichier de configuration ''db.zm.inv'' : | '' => suggestions : ['\xa0»', '”']

691 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm.inv |    => suggestions : ['']
691 Mot inconnu : named-checkzone =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm.inv | named-checkzone
691 Mot inconnu : www2 =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm.inv | www2
691 Mot inconnu : lyc-detest =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm.inv | lyc-detest
691 Mot inconnu : ac-aix-marseille =>   named-checkzone www2.lyc-detest.ac-aix-marseille.fr /etc/bind/db.zm.inv | ac-aix-marseille

693 Mot inconnu : has => (S'il vous est répondu que cette zone //has no address records (A or AAAA)//, c'est normal.) | has
693 Mot inconnu : address => (S'il vous est répondu que cette zone //has no address records (A or AAAA)//, c'est normal.) | address
693 Mot inconnu : AAAA => (S'il vous est répondu que cette zone //has no address records (A or AAAA)//, c'est normal.) | aaaa
696 Espace(s) en fin de ligne à supprimer. => Test de la résolution directe :  |   => suggestions : ['']

697 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   host www2.lyc-detest.ac-aix-marseille.fr |    => suggestions : ['']
697 Mot inconnu : host =>   host www2.lyc-detest.ac-aix-marseille.fr | host
697 Mot inconnu : www2 =>   host www2.lyc-detest.ac-aix-marseille.fr | www2
697 Mot inconnu : lyc-detest =>   host www2.lyc-detest.ac-aix-marseille.fr | lyc-detest
697 Mot inconnu : ac-aix-marseille =>   host www2.lyc-detest.ac-aix-marseille.fr | ac-aix-marseille

699 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   dig www2.lyc-detest.ac-aix-marseille.fr AXFR |    => suggestions : ['']
699 Mot inconnu : dig =>   dig www2.lyc-detest.ac-aix-marseille.fr AXFR | dig
699 Mot inconnu : www2 =>   dig www2.lyc-detest.ac-aix-marseille.fr AXFR | www2
699 Mot inconnu : lyc-detest =>   dig www2.lyc-detest.ac-aix-marseille.fr AXFR | lyc-detest
699 Mot inconnu : ac-aix-marseille =>   dig www2.lyc-detest.ac-aix-marseille.fr AXFR | ac-aix-marseille
699 Mot inconnu : AXFR =>   dig www2.lyc-detest.ac-aix-marseille.fr AXFR | axfr

703 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   host 192.168.0.13 |    => suggestions : ['']
703 Mot inconnu : host =>   host 192.168.0.13 | host

705 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   dig 0.168.192.in-addr.arpa AXFR |    => suggestions : ['']
705 Mot inconnu : dig =>   dig 0.168.192.in-addr.arpa AXFR | dig
705 Grands nombres : utilisez des espaces insécables plutôt que des points. =>   dig 0.168.192.in-addr.arpa AXFR | 0.168.192 => suggestions : ['0\xa0168\xa0192']
705 Mot inconnu : AXFR =>   dig 0.168.192.in-addr.arpa AXFR | axfr

708 Mot inconnu : Apache2 => ===== Apache2.2 ===== | apache2

710 Mot inconnu : Php5 => <note>En raison de l'utilisation de Php5, le MPM (module multi-traitement) d'Apache2.2 utilisé est le //prefork// et non le //worker// (qui est plus rapide, mais ne permet pas d'isoler les requêtes, ce qui est nécessaire avec Php5).</note> | php5
710 Mot inconnu : MPM => <note>En raison de l'utilisation de Php5, le MPM (module multi-traitement) d'Apache2.2 utilisé est le //prefork// et non le //worker// (qui est plus rapide, mais ne permet pas d'isoler les requêtes, ce qui est nécessaire avec Php5).</note> | mpm
710 Mot inconnu : Apache2 => <note>En raison de l'utilisation de Php5, le MPM (module multi-traitement) d'Apache2.2 utilisé est le //prefork// et non le //worker// (qui est plus rapide, mais ne permet pas d'isoler les requêtes, ce qui est nécessaire avec Php5).</note> | apache2
710 Accord de nombre erroné avec « 2 » : « utilisé » devrait être au pluriel. => <note>En raison de l'utilisation de Php5, le MPM (module multi-traitement) d'Apache2.2 utilisé est le //prefork// et non le //worker// (qui est plus rapide, mais ne permet pas d'isoler les requêtes, ce qui est nécessaire avec Php5).</note> | utilisé => suggestions : ['utilisés']
